Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
47	1	-3723.11	-3716.23	-6.879846	0.9582954	0.1359201	0.986246	0.551819	0.116459	0.191563	0.0466413	0.111142	0.137343	0.0550257	0.152031	0.0283748	0.519713	0.0301457	0.317833	0.0412695	0.147416	0.410238	0.14301	0.138376	0.2092219	-0.0990501	0.00849364	0.522427	0.000589838	0.00431852	0.4567	0.00747074	0.1333337	2.04203e-05	0.006688	0.199071	3.79422	0.268808	0.328096	0.131376	0.271721	0.03428358	3.889141
48	0	-3722.846	-3715.781	-7.065325	0.6307762	0.186497	0.376715	0.0247724	0.204133	0.2409	0.149153	0.080346	0.0393022	0.064273	0.156629	0.0547204	0.0744911	0.0765482	0.145254	0.300019	0.0404333	0.178387	0.335214	0.626326	0.1788431	0.1619053	0.0120605	0.444525	0.00596701	0.010305	0.517523	0.00961942	0.2537939	0.000322184	0.0263668	0.347509	3.6258	0.290502	0.320114	0.147432	0.241952	0.4156992	0.6105229
49	1	-3718.671	-3714.156	-4.514857	0.9039105	0.180637	0.782533	0.403602	0.0903268	0.208852	0.0241314	0.0680305	0.118037	0.0902279	0.136082	0.0309194	0.661721	0.098229	0.0126562	0.0545969	0.0396793	0.0968944	0.292818	0.0967779	0.2040178	-0.02649355	0.00826086	0.532697	0.00129935	0.00833829	0.445379	0.00402595	0.1704783	0.000253357	0.0234046	0.331272	3.64507	0.289457	0.308293	0.138783	0.263467	0.1439848	1.184002
50	0	-3714.596	-3706.901	-7.694371	0.4496999	0.1624124	0.559836	0.0347903	0.18491	0.28819	0.182111	0.171973	0.129113	0.0799896	0.331192	0.173867	0.0502253	0.0920236	0.253569	0.0750713	0.768541	0.0619382	0.274709	0.530769	0.2380266	0.006195004	0.00726446	0.53131	0.00679596	0.00702771	0.441636	0.00596614	0.09528127	0.000107367	0.01528	0.278867	3.70575	0.285605	0.300427	0.144946	0.269022	0.1014763	0.9389512
51	1	-3722.363	-3710.357	-12.00525	0.8909296	0.2012607	0.706649	0.613998	0.138851	0.170874	0.0110061	0.0287301	0.156878	0.092358	0.354074	0.0454564	0.930354	0.295339	0.00529972	0.09394	0.121448	0.0359737	0.320573	0.0281655	0.2897322	0.1230303	0.00961979	0.528461	0.000930715	0.0159088	0.437082	0.00799712	0.1924438	0.000554677	0.0345059	0.38694	3.578	0.298901	0.306832	0.122203	0.272064	0.3154741	0.6100147
52	0	-3709.048	-3706.34	-2.707568	0.4334218	0.1874715	0.459117	0.0733598	0.232521	0.423165	0.132353	0.157348	0.084191	0.0357794	0.181186	0.112291	0.26864	0.134871	0.141934	0.088936	0.309256	0.172804	0.322921	0.141548	0.1841967	0.04548833	0.0141647	0.567418	0.00769753	0.00740412	0.392879	0.0104362	0.03319149	0.00033483	0.0268748	0.350177	3.62261	0.290745	0.305833	0.129559	0.273863	0.07867982	0.4218552
53	1	-3717.616	-3712.663	-4.952722	0.9091273	0.173873	0.926869	0.43193	0.0918633	0.200789	0.029881	0.103105	0.168532	0.0804589	0.171435	0.0332452	0.463837	0.19159	0.0586841	0.0322429	0.141426	0.0444305	0.544484	0.136132	0.1813369	0.01849329	0.012604	0.465426	0.00107516	0.0177203	0.487823	0.0153508	0.048852	0.000188144	0.0201911	0.312143	3.66748	0.317123	0.305476	0.130866	0.246535	0.06734529	0.7253959
54	0	-3728.429	-3721.981	-6.447302	0.5000278	0.1691259	0.583122	0.0423274	0.0730327	0.206694	0.127624	0.127573	0.0777261	0.0531744	0.107771	0.177039	0.778813	0.0684942	0.077586	0.668202	0.264175	0.505233	0.0395585	0.238444	0.1965781	0.0340273	0.0133399	0.566288	0.00612996	0.00947832	0.399936	0.00482787	0.02934967	0.00015052	0.0180734	0.298484	3.68329	0.275294	0.323727	0.13714	0.263839	0.06337697	0.4630968
55	1	-3730.934	-3716.935	-13.99842	0.941351	0.1695051	0.845257	0.147449	0.0916494	0.134514	0.0779765	0.137153	0.188666	0.0695597	0.23232	0.0683043	0.871746	0.383569	0.0208139	0.0281776	0.225692	0.00536556	0.779044	0.230371	0.2897489	0.4323543	0.00936364	0.479824	0.000645831	0.0145662	0.489496	0.00610454	0.05634652	0.000153298	0.0182383	0.299582	3.68203	0.311222	0.29527	0.126217	0.26729	0.4887009	0.1152986
56	0	-3717.103	-3711.074	-6.028826	0.4610724	0.1568114	0.940041	0.0728853	0.210382	0.283304	0.196218	0.157955	0.0763465	0.0468034	0.151814	0.0512317	0.178752	0.0697038	0.102629	0.258703	0.266194	0.156378	0.0583639	0.700236	0.1520159	-0.02142709	0.0142803	0.525132	0.0100847	0.00562251	0.441203	0.00367771	0.05606626	7.92176e-05	0.0131358	0.262262	3.72452	0.270824	0.333973	0.135648	0.259554	0.03463916	1.61858
57	1	-3726.124	-3709.747	-16.37626	0.7210175	0.1555154	0.808858	0.262305	0.282525	0.405469	0.082324	0.176332	0.271618	0.158529	0.139315	0.0588895	1.21135	0.0818117	0.0285685	0.0473308	0.013068	0.00835909	0.31816	0.209434	0.4844541	-0.225714	0.0110959	0.56859	0.00322131	0.00879671	0.398729	0.00956644	0.3020724	7.36057e-05	0.0126643	0.258392	3.72887	0.30354	0.306853	0.125107	0.264501	0.0763584	3.955981
58	0	-3715.55	-3709.667	-5.882956	0.4011289	0.1833468	0.661628	0.108378	0.342702	0.440863	0.216944	0.141929	0.280134	0.0701197	0.165202	0.0451481	0.681131	0.0776246	0.127838	0.227041	0.291457	0.0872472	0.0293738	0.226256	0.1930683	-0.01581979	0.0107548	0.557044	0.00734319	0.0077083	0.414269	0.00288063	0.02441595	0.000283679	0.0247544	0.33882	3.63614	0.287821	0.313105	0.121791	0.277282	0.008596164	2.840331
59	1	-3715.846	-3712.942	-2.904622	0.720064	0.2062479	0.789562	0.220165	0.17039	0.301761	0.0261593	0.0624425	0.140276	0.131669	0.28538	0.0433779	0.325524	0.0871386	0.0064936	0.108852	0.0320586	0.0205908	0.391853	0.00691826	0.1818149	-0.1075881	0.0100753	0.590857	0.000876316	0.00658665	0.381465	0.0101403	0.2020988	0.000654768	0.0374559	0.399766	3.56212	0.277417	0.320601	0.125631	0.276351	0.09451069	2.13837
60	0	-3717.429	-3706.16	-11.26873	0.4119589	0.199715	0.709625	0.0636172	0.374843	0.447498	0.257577	0.303162	0.182015	0.0542772	0.125644	0.0897606	0.757781	0.0884633	0.181586	0.333703	0.185644	0.0750215	0.157125	0.862204	0.3195833	0.0358966	0.00750417	0.504813	0.00872843	0.0106933	0.461831	0.00642996	0.02293315	0.000525991	0.0336112	0.382914	3.58295	0.29626	0.310061	0.128156	0.265522	0.05882975	0.3898224
61	1	-3720.695	-3714.522	-6.172848	0.7045581	0.1735681	0.971334	0.444329	0.118536	0.144687	0.0637921	0.294034	0.121312	0.164876	0.215598	0.0366182	0.440048	0.108214	0.108726	0.0619888	0.00284047	0.0200541	0.355564	0.0979743	0.1973894	0.2640003	0.0152977	0.562277	0.00125384	0.00740406	0.405329	0.00843852	0.01260394	0.000185535	0.0200516	0.311271	3.66849	0.30725	0.304764	0.127291	0.260695	0.2766043	0.04556669
62	0	-3732.326	-3714.368	-17.95865	0.4781729	0.1934325	0.92529	0.0936163	0.570816	1.08298	0.233326	0.186487	0.0731761	0.0405428	0.402302	0.228408	0.215361	0.35371	0.0871358	0.0848082	0.344527	0.291174	0.0791609	0.834184	0.3762808	0.103771	0.00936612	0.505467	0.0050914	0.00933223	0.470227	0.000516991	0.1654366	0.000420181	0.0300747	0.366301	3.6032	0.331442	0.278973	0.123964	0.265622	0.2692076	0.6145317
63	1	-3720.088	-3712.357	-7.731503	0.9315308	0.2193547	0.635829	0.210264	0.239073	0.526046	0.0451685	0.209842	0.379866	0.150815	0.130813	0.0315762	0.433907	0.0789223	0.156019	0.0452223	0.0248833	0.0113177	0.493128	0.248677	0.169336	0.1197458	0.0179615	0.483594	0.00610422	0.0150936	0.468317	0.00892983	0.07341708	0.000976733	0.0456339	0.432264	3.52113	0.301085	0.2895	0.147995	0.261419	0.1931629	0.3800786
64	0	-3715.866	-3710.399	-5.467185	0.5576106	0.1820812	0.582336	0.0411037	0.195885	0.254907	0.241864	0.182321	0.032567	0.0167478	0.294645	0.159167	0.17939	0.142639	0.0708878	0.148316	0.0907498	0.402501	0.153809	0.403922	0.1456978	-0.02599147	0.00633623	0.518745	0.00584134	0.0153026	0.45209	0.00168495	0.1444445	0.000269203	0.0241196	0.335303	3.64031	0.284259	0.305484	0.140084	0.270172	0.118453	1.219424
65	1	-3719.893	-3715.265	-4.627554	0.93106	0.1832531	0.488628	0.268871	0.170903	0.20672	0.139639	0.280727	0.177697	0.125422	0.122885	0.0431175	0.312273	0.145103	0.0552137	0.0211731	0.0154344	0.237218	0.576067	0.0437595	0.1397735	0.1320217	0.0185759	0.507987	0.0108162	0.0117186	0.442062	0.00884118	0.0649292	0.000282588	0.0247071	0.338561	3.63645	0.315563	0.295811	0.11854	0.270085	0.1969509	0.329672
66	0	-3724.146	-3714.823	-9.322423	0.6296335	0.1899195	0.482611	0.0234355	0.356927	0.313901	0.173787	0.154462	0.254139	0.199196	0.288206	0.251435	0.391998	0.0435481	0.068052	0.0361403	0.176805	0.15611	0.168201	0.668966	0.2846112	-0.1024607	0.0100119	0.545531	0.00919983	0.0246542	0.409285	0.00131727	0.1954921	0.000368191	0.02817	0.356841	3.61462	0.298145	0.280898	0.144713	0.276244	0.09303142	2.101356
67	1	-3716.478	-3709.7	-6.778193	0.8222085	0.1980861	0.510452	0.587219	0.100978	0.367939	0.0166103	0.0301507	0.160761	0.108735	0.276618	0.0524869	0.675035	0.0498062	0.130639	0.29281	0.0337434	0.0229985	0.14207	0.396026	0.160188	-0.1406245	0.00824756	0.554034	0.00760078	0.00752662	0.413239	0.00935244	0.1645124	0.000496917	0.0326787	0.378644	3.58818	0.308967	0.298812	0.119396	0.272825	0.02388785	6.886864
68	0	-3723.512	-3718.566	-4.945487	0.5020643	0.2030192	0.420599	0.0123551	0.159828	0.264069	0.182908	0.182505	0.0725157	0.0464575	0.172303	0.0901519	0.34668	0.131837	0.0624379	0.0542053	0.277876	0.209131	0.12895	0.631685	0.2694223	0.1121355	0.0104695	0.554527	0.0112993	0.00636366	0.416034	0.00130588	0.02726637	0.000588641	0.0355353	0.391492	3.57238	0.29522	0.278141	0.147884	0.278754	0.1394019	0.1955955
69	1	-3722.887	-3716.585	-6.302045	0.692035	0.191405	0.722515	0.558388	0.191146	0.454143	0.0306666	0.036158	0.133455	0.0616974	0.335996	0.0345192	0.567472	0.0567022	0.350618	0.163724	0.0168443	0.019016	0.231186	0.027075	0.2488127	-0.03840152	0.00660194	0.618847	0.00907078	0.0075966	0.350127	0.00775749	0.0896245	0.000389572	0.0289688	0.360856	3.60979	0.301577	0.296951	0.121244	0.280228	0.05122298	1.749693
70	0	-3731.821	-3721.033	-10.78821	0.6135668	0.2196338	0.527036	0.0102455	0.381819	0.729618	0.380073	0.128759	0.181417	0.191835	0.174239	0.195318	0.420306	0.0815217	0.126553	0.0823227	0.0327936	0.872588	0.179622	0.549715	0.2325019	0.02887388	0.0119566	0.433537	0.0104663	0.00198277	0.539244	0.00281353	0.02440052	0.000984577	0.0458143	0.432937	3.52026	0.329405	0.302953	0.122852	0.24479	0.0532744	0.4580159
71	1	-3715.963	-3713.379	-2.584461	0.7138265	0.2059005	0.664106	0.262775	0.126404	0.212127	0.0248885	0.116922	0.118683	0.0916822	0.0929277	0.0384659	0.348638	0.0646684	0.802556	0.0700485	0.00132626	0.074207	0.362088	0.024055	0.2132167	0.01404142	0.0101761	0.600448	0.00972615	0.0097664	0.361001	0.00888202	0.01557789	0.000647416	0.0372474	0.398881	3.56322	0.271209	0.319655	0.115693	0.293443	0.02961932	0.5259369
72	0	-3721.895	-3714.584	-7.311411	0.4630275	0.1997059	0.393723	0.00942014	0.239033	0.396069	0.292255	0.149153	0.193356	0.221547	0.373832	0.279733	0.111256	0.0638188	0.139702	0.234898	0.168059	0.136506	0.213691	0.446626	0.1691292	0.1299189	0.0111123	0.517263	0.00858725	0.00199419	0.459501	0.00154153	0.05111326	0.000525824	0.033606	0.38289	3.58298	0.26915	0.330174	0.13389	0.266785	0.1810322	0.2823435
73	1	-3715.251	-3714.093	-1.158013	0.6861649	0.1797718	0.734978	0.375576	0.150047	0.274876	0.0515579	0.0800137	0.157933	0.114809	0.175092	0.0309519	0.257869	0.0448605	0.222814	0.0916121	0.00317986	0.0609233	0.452427	0.0692939	0.1778413	-0.0173251	0.0125838	0.590515	0.00506575	0.00520632	0.381772	0.00485637	0.02078642	0.000244199	0.022981	0.328848	3.64793	0.341135	0.279043	0.123661	0.256161	0.003461318	6.005348
74	0	-3725.727	-3715.625	-10.10194	0.6298423	0.1493184	0.58831	0.0136731	0.219839	0.317478	0.125086	0.388332	0.14687	0.0774405	0.237252	0.0922376	0.273076	0.102036	0.023929	0.210058	0.317149	0.386983	0.336939	0.87988	0.1965663	0.07631329	0.00821726	0.540532	0.00480652	0.00438952	0.44066	0.00139429	0.05619795	5.08911e-05	0.0105396	0.239769	3.74964	0.311972	0.310992	0.129807	0.247229	0.1325112	0.4240995
75	1	-3717.165	-3712.654	-4.511584	0.4189144	0.2303085	0.769147	0.214735	0.139383	0.329608	0.0589845	0.19827	0.203578	0.188802	0.148099	0.0332897	0.510255	0.316754	0.184252	0.108935	0.10105	0.0824082	0.296393	0.0492249	0.1905253	-0.0363475	0.00911306	0.476189	0.0109738	0.00624851	0.493896	0.00357922	0.03942732	0.00131744	0.0528852	0.45808	3.48772	0.315046	0.302981	0.124361	0.257612	0.003079823	12.80181
76	0	-3727.836	-3715.083	-12.75306	0.4754642	0.1471434	0.748641	0.0234198	0.231316	0.359197	0.209092	0.610076	0.199219	0.296416	0.255572	0.0605212	0.113561	0.334541	0.0389815	0.0784286	0.219834	0.195539	0.862143	0.770843	0.3195573	0.03027683	0.00950116	0.548046	0.00567482	0.00511116	0.430892	0.000775395	0.04777131	4.43797e-05	0.00984522	0.233193	3.75692	0.313101	0.304475	0.132052	0.250372	0.07804814	0.612075
77	1	-3723.037	-3710.689	-12.34849	0.4148517	0.168243	0.582391	0.215872	0.241807	0.648925	0.0350517	0.233026	0.408488	0.373331	0.194136	0.021738	0.211086	0.168655	0.163216	0.371649	0.00250842	0.124877	0.221592	0.302468	0.3164845	-0.4094206	0.00975778	0.543839	0.0101118	0.0107867	0.423377	0.00212738	0.432485	0.000144202	0.0176924	0.295924	3.68624	0.319333	0.282408	0.136136	0.262123	0.0230644	18.75119
78	0	-3726.134	-3713.93	-12.20359	0.4078546	0.1792522	0.540768	0.0671142	0.251423	0.440701	0.228943	0.159623	0.0789156	0.053815	0.25076	0.0811274	0.17883	0.188438	0.983282	0.516898	0.0592741	0.0855748	0.158204	0.506653	0.3393968	-0.2299243	0.00723116	0.618918	0.0094631	0.0128563	0.349665	0.00186708	0.2531344	0.000238819	0.0227284	0.327389	3.64964	0.304995	0.311775	0.135219	0.248012	0.02321009	10.90622
79	1	-3721.114	-3714.92	-6.194113	0.4996373	0.1885133	0.626979	0.14142	0.346756	0.329167	0.0595726	0.126878	0.275577	0.161491	0.155448	0.038208	0.603637	0.0382713	0.109094	0.0859675	0.0319098	0.0499567	0.504952	0.30695	0.1956879	-0.08209269	0.0109892	0.536432	0.0106463	0.0188355	0.422325	0.000771949	0.1324978	0.000348746	0.0274227	0.35302	3.61921	0.289151	0.29799	0.137986	0.274873	0.05040508	2.628659
80	0	-3718.911	-3714.271	-4.639894	0.5339842	0.1830096	0.403303	0.09116	0.382593	0.495106	0.141754	0.208173	0.0977227	0.0486771	0.195948	0.0252251	0.0347371	0.169607	0.0450869	0.0446332	0.260369	0.303738	0.316199	0.514767	0.1845885	0.0004285034	0.0135261	0.579927	0.00629486	0.0112223	0.385019	0.00401059	0.06732842	0.000279768	0.0245845	0.337885	3.63725	0.28435	0.319216	0.130269	0.266165	0.06775692	0.9936759
81	1	-3718.801	-3712.247	-6.55402	0.7699214	0.1568524	0.57719	0.266259	0.200422	0.364893	0.0526328	0.108612	0.269077	0.138661	0.639894	0.0239877	0.178904	0.0351139	0.126733	0.0252506	0.0518026	0.457017	0.145692	0.387379	0.199122	-0.1073452	0.00579539	0.537481	0.0132082	0.0119905	0.43118	0.000344279	0.1482768	7.94004e-05	0.0131509	0.262384	3.72439	0.292695	0.316173	0.135917	0.255215	0.04093157	3.622552
82	0	-3714.373	-3710.107	-4.26551	0.5940696	0.1636211	0.510342	0.052516	0.23039	0.38769	0.15712	0.102054	0.567121	0.183221	0.397684	0.185824	0.0488157	0.0472956	0.104958	0.0155988	0.178131	0.0127796	0.247219	0.390085	0.1891205	-0.001416171	0.0129421	0.533795	0.0117314	0.00429182	0.433693	0.00354634	0.03912952	0.000114335	0.0157651	0.282423	3.7017	0.304572	0.301854	0.126956	0.266617	0.03771335	1.037551
83	1	-3708.775	-3707.051	-1.723459	0.7098208	0.1482305	0.741996	0.0995435	0.104872	0.290809	0.0397542	0.131611	0.214923	0.086019	0.176158	0.0471025	0.264239	0.0718166	0.043251	0.0487136	0.127477	0.0273922	0.219969	0.611009	0.2006267	-0.001708652	0.0049923	0.53959	0.01326	0.00919892	0.432871	8.75921e-05	0.02751244	4.75468e-05	0.010189	0.236482	3.75328	0.289256	0.308394	0.136694	0.265657	0.02580379	1.066217
84	0	-3706.614	-3705.304	-1.30974	0.7119154	0.1765628	0.510181	0.059333	0.148342	0.224968	0.119871	0.0887945	0.178223	0.119325	0.261014	0.161801	0.144661	0.0432103	0.0480177	0.104324	0.233411	0.0516885	0.256114	0.423942	0.1194328	-0.0009764016	0.0101967	0.517586	0.00635729	0.00318844	0.461025	0.00164693	0.01806578	0.00021236	0.0214419	0.319798	3.65855	0.285998	0.317989	0.133742	0.26227	0.01708938	1.057135
85	1	-3715.49	-3710.836	-4.65347	0.5684041	0.171995	0.706721	0.328563	0.172564	0.263082	0.0517227	0.108862	0.232212	0.122632	0.107185	0.0347983	0.242273	0.201467	0.0967844	0.0962886	0.0158034	0.14435	0.341403	0.178997	0.2441267	-0.02022421	0.00433758	0.54581	0.0189957	0.00751361	0.423183	0.000159457	0.1153333	0.000172504	0.0193395	0.306762	3.67373	0.299946	0.30963	0.138316	0.252108	0.09510911	1.212642
86	0	-3720.177	-3710.72	-9.45676	0.5710169	0.1839551	0.502697	0.0439392	0.185489	0.328721	0.212531	0.197521	0.659148	0.275706	0.201201	0.0995458	0.061453	0.0524241	0.117951	0.101119	0.15217	0.0274021	0.251806	0.799314	0.2997641	-0.05420809	0.0153732	0.592633	0.00332595	0.00497762	0.380588	0.00310275	0.1527073	0.000290836	0.0250621	0.340505	3.63414	0.301538	0.303521	0.144604	0.250337	0.0984992	1.55034
87	1	-3716.148	-3709.423	-6.72558	0.6112916	0.1861722	0.584368	0.145221	0.14455	0.332744	0.0308812	0.0424983	0.235438	0.126638	0.0784017	0.053913	0.265103	0.148386	0.237643	0.285957	0.435665	0.0746298	0.698339	0.457551	0.2448219	-0.00668163	0.00757725	0.561358	0.0159332	0.00578845	0.409134	0.000208967	0.0189902	0.000318046	0.0261984	0.346617	3.62687	0.29229	0.309689	0.141007	0.257014	0.01230857	1.542844
88	0	-3714.186	-3710.968	-3.217632	0.6330629	0.1801769	0.401868	0.0283836	0.303125	0.390044	0.145414	0.106062	0.0363165	0.0133816	0.2222	0.0848663	0.184013	0.135568	0.374151	0.035715	0.0590389	0.245421	0.309906	0.347981	0.1990181	0.04078268	0.0157323	0.556651	0.00582161	0.0123076	0.388591	0.0208964	0.06060655	0.000248455	0.0231789	0.329984	3.64659	0.296136	0.305403	0.133452	0.265009	0.1013892	0.5977612
89	1	-3716.695	-3711.185	-5.50908	0.8320204	0.2470989	0.558884	0.219969	0.152353	0.389349	0.0309799	0.0666762	0.234712	0.101159	0.195615	0.037418	0.125281	0.0602975	0.0882711	0.0431587	0.363123	0.0493409	0.223461	0.933724	0.1967783	0.1425092	0.00818692	0.491757	0.00926104	0.00657905	0.483857	0.000358533	0.008621598	0.00197929	0.064603	0.495328	3.43809	0.307627	0.280429	0.14594	0.266004	0.1511308	0.05704726
90	0	-3723.698	-3718.41	-5.287913	0.5485761	0.2381309	0.584631	0.0643075	0.1941	0.340161	0.219253	0.117465	0.0628455	0.0332813	0.243169	0.289305	0.0495473	0.0872572	0.16749	0.0163333	0.101621	0.0390912	0.521688	0.131581	0.1487869	0.05009058	0.00795037	0.569069	0.00420372	0.00456698	0.403918	0.0102919	0.2173498	0.00160398	0.0582624	0.475778	3.46436	0.307916	0.312882	0.118381	0.26082	0.2674404	0.8127037
91	1	-3714.441	-3710.893	-3.547801	0.8713806	0.1956445	0.655718	0.290121	0.0916587	0.227266	0.0271534	0.0380841	0.166054	0.160812	0.151232	0.053057	0.125309	0.223928	0.299965	0.0571573	0.045293	0.206832	0.316724	0.366737	0.2193445	0.03712961	0.00712885	0.500992	0.0121207	0.00930883	0.469515	0.000933907	0.04140342	0.000455508	0.0313012	0.372195	3.59605	0.322133	0.293651	0.132917	0.251299	0.07853303	0.5272103
92	0	-3712.054	-3708.386	-3.667821	0.6794328	0.1841683	0.604801	0.0457332	0.305098	0.498311	0.154476	0.0819867	0.0353337	0.0285485	0.170735	0.153631	0.555761	0.10794	0.164756	0.0763189	0.0563057	0.0874041	0.24565	0.114921	0.2226368	-0.08593073	0.00701802	0.546296	0.00721778	0.00450694	0.417323	0.0176378	0.1113738	0.000293376	0.0251704	0.341095	3.63344	0.306704	0.304533	0.123398	0.265366	0.02544306	4.377374
93	1	-3717.991	-3710.699	-7.292149	0.84701	0.1542429	0.5163	0.188635	0.0693324	0.153637	0.0912503	0.41272	0.107796	0.254675	0.1358	0.0362131	0.578364	0.307637	0.0369592	0.207713	0.0113399	0.150761	0.910392	0.209253	0.2569382	-0.006843354	0.0111526	0.560798	0.00621868	0.00771806	0.40732	0.00679322	0.0379645	6.83997e-05	0.0122105	0.254584	3.73314	0.291971	0.31198	0.120472	0.275577	0.03112115	1.219894
94	0	-3715.473	-3708.813	-6.659787	0.9183771	0.2053493	0.613408	0.0231964	0.113962	0.16611	0.0972194	0.0620278	0.0789641	0.0442017	0.252797	0.150201	0.695202	0.0472884	0.192605	0.130068	0.0943624	0.153135	0.320765	0.0360179	0.1584653	-0.1296546	0.0104269	0.584464	0.00557844	0.0069394	0.37944	0.013151	0.3369672	0.000635866	0.0369174	0.397474	3.56497	0.313821	0.302183	0.110615	0.273382	0.2073125	1.625407
95	1	-3712.599	-3706.138	-6.461513	0.8843456	0.2126188	0.486621	0.283672	0.129884	0.279282	0.0241736	0.0540046	0.191094	0.117452	0.160344	0.0466553	0.501541	0.150019	0.169204	0.0555055	0.0328824	0.0106654	0.269403	0.232915	0.2935049	0.04877992	0.0140664	0.539669	0.00457009	0.0011997	0.433665	0.00682897	0.1280821	0.000800196	0.0413577	0.415782	3.54206	0.305663	0.294127	0.123427	0.276783	0.176862	0.7241922
96	0	-3718.322	-3712.553	-5.768709	0.9770851	0.189404	0.93121	0.0529085	0.138829	0.332147	0.244497	0.0972193	0.0568059	0.0379395	0.500844	0.290489	0.326442	0.0376014	0.0413718	0.0799076	0.11107	0.218305	0.297972	0.161658	0.1686644	-0.009965994	0.0079586	0.641712	0.00660105	0.00547008	0.319596	0.0186621	0.0649154	0.000360973	0.027895	0.355442	3.6163	0.288606	0.31127	0.118521	0.281603	0.05494941	1.181367
97	1	-3718.374	-3712.149	-6.22502	0.9063152	0.1373324	1.21891	0.25312	0.0670198	0.135291	0.0100983	0.0184201	0.106249	0.068193	0.111874	0.0143612	0.365834	0.171659	0.0519819	0.105256	0.193949	0.40222	0.646407	0.106705	0.1975775	0.02404844	0.00951619	0.607912	0.00558829	0.00232661	0.36921	0.00544636	0.05393957	2.26736e-05	0.0070461	0.203373	3.78956	0.292366	0.305372	0.131879	0.270382	0.07798801	0.6916393
98	0	-3715.479	-3706.396	-9.083281	0.7114346	0.1754958	0.924689	0.0385429	0.131231	0.183765	0.128923	0.0958929	0.221941	0.120441	0.379061	0.132352	0.286666	0.0466201	0.101715	0.124302	0.305685	0.0336815	0.49263	0.0716052	0.26615	-0.05481131	0.0112398	0.574515	0.0104452	0.00821828	0.390457	0.00512483	0.2437091	0.000202492	0.0209414	0.316769	3.66209	0.299487	0.323006	0.12299	0.254517	0.1888978	1.290164
99	1	-3721.295	-3710.058	-11.23707	0.8603352	0.1792585	0.720181	0.731242	0.210881	0.27215	0.0738717	0.165149	0.189251	0.0936003	0.980697	0.00880281	0.563109	0.0619738	0.313097	0.0310107	0.0534522	0.281652	0.242407	0.277209	0.2758798	-0.0001607906	0.00870474	0.526298	0.00867542	0.0032872	0.448593	0.00444091	0.05803501	0.000238884	0.0227315	0.327407	3.64962	0.299332	0.339035	0.118768	0.242865	0.05787422	1.002778
100	0	-3730.721	-3726.466	-4.255311	0.7435457	0.2154014	0.50335	0.0483016	0.115515	0.125425	0.149794	0.126596	0.0495529	0.0874573	0.234279	0.331137	0.568501	0.0862949	0.0885488	0.572192	0.171058	0.0849141	0.0795937	0.111999	0.2046222	-0.04710045	0.0145986	0.57702	0.0115993	0.0142648	0.372113	0.0104046	0.121112	0.000870203	0.0431061	0.422647	3.53338	0.290736	0.313568	0.119593	0.276102	0.07401154	1.636393
101	1	-3715.079	-3711.732	-3.346813	0.6301389	0.1961149	0.50907	0.235987	0.150368	0.257448	0.117636	0.326079	0.182575	0.120685	0.281428	0.0072885	0.314258	0.23618	0.0823318	0.0396247	0.195263	0.045093	0.300861	0.149797	0.1530757	-0.06499435	0.0107572	0.532743	0.00989963	0.0029359	0.420052	0.0236116	0.08341889	0.000463287	0.0315647	0.373442	3.59453	0.300195	0.311545	0.129885	0.258375	0.01842454	4.527597
102	0	-3716.368	-3714.942	-1.426022	0.7124885	0.1945414	0.517733	0.0514328	0.0957162	0.137544	0.11726	0.0620623	0.0635695	0.059037	0.3124	0.168226	0.168723	0.0481758	0.365843	0.397756	0.282589	0.0610293	0.259294	0.102082	0.1395985	0.00768388	0.00946775	0.468791	0.009819	0.0133243	0.493151	0.00544694	0.02615324	0.000437635	0.0306869	0.369262	3.59961	0.305694	0.314434	0.121809	0.258063	0.03383712	0.7729157
103	1	-3718.269	-3713.827	-4.44187	0.5794983	0.2188634	0.660618	0.365042	0.148941	0.346078	0.0376846	0.0735167	0.178293	0.1057	0.208879	0.0217147	0.13638	0.178905	0.200978	0.0554255	0.207672	0.126623	0.231562	0.148289	0.206301	-0.06775883	0.0100922	0.553064	0.00980562	0.00117196	0.397527	0.0283393	0.1728824	0.000963035	0.045317	0.431078	3.52264	0.29642	0.2973	0.129606	0.276675	0.1051236	1.644563
104	0	-3712.738	-3708.7	-4.037999	0.7198441	0.2069413	0.624258	0.0349301	0.110055	0.298893	0.138424	0.105989	0.266374	0.233897	0.196602	0.213327	0.290547	0.0375113	0.175237	0.154231	0.0489035	0.238614	0.197537	0.196592	0.1615484	0.04477222	0.0146446	0.466434	0.0048162	0.0171479	0.490671	0.00628644	0.0668618	0.000669622	0.0378735	0.40153	3.55993	0.305415	0.292937	0.130531	0.271117	0.111634	0.5989375
