Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
1249	1	-3712.999	-3709.544	-3.454633	0.5577391	0.1703836	0.429445	0.60353	0.45159	0.0692172	0.0800287	0.0562304	0.151022	0.353004	0.135886	0.199053	0.110542	0.114177	0.11129	0.118056	0.408978	0.129729	0.0503774	0.227874	0.1968663	-0.03140869	0.013916	0.509825	0.0017731	0.00563975	0.456196	0.0126503	0.06497362	-1.625231	0.00015988	0.0186231	0.302121	3.6791	0.308139	0.320452	0.124077	0.247332	0.03356493	1.935759
1250	0	-3702.483	-3708.248	5.765506	0.5935955	0.2110415	0.228283	0.23848	0.563359	0.126015	0.229327	0.151557	0.117476	0.06169	0.133385	0.0600416	0.0989244	0.117761	0.0966659	0.164316	0.0537222	0.195885	0.181982	0.152609	0.1617045	-0.06894291	0.0122887	0.501204	0.00622857	0.00430719	0.468652	0.00731908	0.08743302	-1.821985	0.000762292	0.0403783	0.411856	3.547	0.297657	0.298105	0.130324	0.273914	0.01849011	4.728638
1251	1	-3723.844	-3724.14	0.2958994	0.5934808	0.1579762	0.206873	0.143337	0.432299	0.0822419	0.14153	0.127308	0.120617	0.363847	0.102128	0.278044	0.054388	0.0854703	0.0546599	0.0974773	0.284325	0.264841	0.182593	0.267811	0.1323209	0.06298161	0.014411	0.415181	0.000896413	0.00667226	0.538919	0.0239202	0.1522888	-2.022525	8.4539e-05	0.0135675	0.265731	3.72062	0.320995	0.285092	0.127036	0.266878	0.2152704	0.7074302
1252	0	-3722.666	-3715.391	-7.275194	0.5612299	0.1850731	0.249703	0.182355	0.720562	0.16053	0.184961	0.151645	0.124603	0.266186	0.205478	0.0631467	0.104372	0.420402	0.94182	0.40304	0.21472	0.261799	0.17424	0.339565	0.2144057	0.1481994	0.00620947	0.476247	0.00734071	0.00454342	0.501487	0.00417288	0.04284439	-1.539885	0.000304334	0.0256323	0.343593	3.63047	0.296192	0.312733	0.134263	0.256811	0.1910438	0.2242648
1253	1	-3709.448	-3709.591	0.1427162	0.5722993	0.2104228	0.161093	0.236286	0.358344	0.0812273	0.0436574	0.0579403	0.103621	0.291592	0.128853	0.205442	0.157569	0.16577	0.117386	0.0856625	0.202864	0.284648	0.304593	0.294241	0.1556312	0.08963319	0.0150907	0.52911	0.00654291	0.00661778	0.426339	0.0162999	0.1655143	-1.860266	0.000747769	0.0399965	0.410309	3.54895	0.307367	0.294456	0.137526	0.260652	0.2551475	0.6487005
1254	0	-3709.238	-3715.888	6.64975	0.5342251	0.172863	0.26208	0.0962315	0.398963	0.1196	0.168315	0.188376	0.0969646	0.0995566	0.189664	0.0936481	0.0783074	0.135225	0.205806	0.141531	0.160564	0.263237	0.156504	0.172931	0.1627721	-0.1126357	0.0160881	0.525545	0.0128941	0.00453917	0.434682	0.00625131	0.1833262	-1.815404	0.000179607	0.0197309	0.309253	3.67084	0.297001	0.302094	0.145787	0.255118	0.07069051	2.593363
1255	1	-3707.744	-3711.744	3.999371	0.4753419	0.2033935	0.150456	0.361101	0.475128	0.04313	0.0417544	0.0710002	0.107352	0.283252	0.124476	0.202393	0.108642	0.0874474	0.0983492	0.189623	0.0688407	0.242284	0.216627	0.18077	0.1361613	-0.02943713	0.0147091	0.493927	0.00747189	0.00567508	0.461562	0.0166553	0.03962074	-1.993915	0.000596054	0.0357559	0.392456	3.57119	0.295409	0.3016	0.138756	0.264235	0.01018361	3.890638
1256	0	-3708.977	-3709.8	0.823728	0.5263561	0.1746767	0.235251	0.179689	0.699053	0.178028	0.371931	0.21518	0.147914	0.101196	0.127347	0.05302	0.0943544	0.20898	0.0785755	0.0890768	0.0813268	0.121802	0.265397	0.351662	0.1808965	0.09849965	0.00571318	0.568112	0.00805756	0.00520606	0.401599	0.0113122	0.004978237	-1.70983	0.000195151	0.020561	0.314437	3.66481	0.31376	0.314862	0.12194	0.249437	0.1034779	0.04810919
1257	1	-3716.565	-3711.853	-4.711404	0.5650864	0.2245885	0.224805	0.18514	0.547214	0.0722131	0.0662079	0.117641	0.167245	0.255248	0.0908721	0.166069	0.200502	0.128518	0.0684592	0.149728	0.479598	0.145086	0.135951	0.243122	0.2027639	0.05940621	0.00708482	0.564175	0.0169313	0.00648222	0.38983	0.0154965	0.3374409	-1.595713	0.00113098	0.0490552	0.444751	3.50506	0.308148	0.302128	0.134736	0.254988	0.3968471	0.8503046
1258	0	-3709.254	-3711.279	2.024697	0.477392	0.2129075	0.227933	0.167686	0.39683	0.182458	0.306603	0.29125	0.156843	0.182969	0.230239	0.079697	0.10308	0.178641	0.255367	0.21179	0.0531568	0.430336	0.115132	0.135339	0.1986916	-0.0277972	0.0115915	0.569595	0.00662559	0.0104384	0.385088	0.0166623	0.06629438	-1.616002	0.000807272	0.0415379	0.416498	3.54116	0.278189	0.308695	0.122614	0.290502	0.03849718	1.722058
1259	1	-3716.962	-3713.164	-3.798136	0.5828158	0.1814151	0.184461	0.13489	0.375321	0.0720758	0.104085	0.0823948	0.143852	0.154924	0.11132	0.136134	0.382168	0.112283	0.0668541	0.162923	0.172676	0.190139	0.569995	0.597193	0.1224001	0.08881549	0.0101075	0.501707	0.0170994	0.00372984	0.464306	0.00304979	0.1277584	-2.10046	0.000261806	0.0237886	0.333447	3.6425	0.308239	0.273968	0.153295	0.264498	0.2165739	0.5899068
1260	0	-3709.571	-3712.19	2.618645	0.3730343	0.1864867	0.0872524	0.138793	0.400307	0.276814	0.425027	0.246059	0.189243	0.164319	0.270219	0.0727045	0.0772001	0.100641	0.137843	0.290204	0.12608	0.231152	0.188802	0.172217	0.1943913	0.0135262	0.00767871	0.603795	0.00486969	0.00491892	0.361075	0.0176628	0.05826989	-1.637882	0.000322052	0.0263615	0.347481	3.62584	0.292551	0.296671	0.12233	0.288448	0.07179609	0.8116026
1261	1	-3707.993	-3707.115	-0.8784573	0.5268933	0.2231805	0.11713	0.11443	0.47306	0.0661436	0.175914	0.20005	0.120521	0.244779	0.163448	0.16848	0.207883	0.161626	0.0854019	0.152433	0.143906	0.152769	0.22186	0.609837	0.153453	-0.09335824	0.00881255	0.522153	0.0135605	0.00403881	0.450023	0.00141234	0.3271136	-1.874361	0.00108797	0.0481267	0.441419	3.50937	0.306365	0.304221	0.131043	0.258371	0.2337554	1.399384
1262	0	-3713.158	-3716.725	3.566892	0.4699023	0.1902272	0.273582	0.164563	0.422264	0.186103	0.40126	0.210055	0.143282	0.124174	0.154636	0.145724	0.0872204	0.0871008	0.0895363	0.225656	0.100458	0.135527	0.288297	0.149255	0.19455	-0.0985975	0.0117638	0.570037	0.0028224	0.0062789	0.394583	0.0145151	0.1516663	-1.637066	0.000372547	0.0283346	0.357674	3.61362	0.276937	0.299216	0.132653	0.291194	0.0530688	2.857918
1263	1	-3702.822	-3706.711	3.88943	0.4981643	0.1826813	0.110028	0.185701	0.437103	0.100966	0.0733424	0.0751731	0.166538	0.338033	0.176892	0.272495	0.133548	0.195688	0.0923678	0.23854	0.166742	0.305359	0.0910612	0.256999	0.1554345	0.07661769	0.0116771	0.524538	0.00499619	0.00404487	0.450697	0.00404637	0.02768658	-1.861531	0.000275998	0.0244197	0.336973	3.63833	0.290128	0.311972	0.133899	0.264001	0.1043043	0.2654405
1264	0	-3714.046	-3713.805	-0.2413197	0.3609915	0.2047678	0.14441	0.146513	0.419494	0.194927	0.308054	0.233977	0.253213	0.179412	0.405822	0.0667112	0.0943025	0.285146	0.337117	0.160952	0.0866833	0.114102	0.256457	0.40664	0.2194034	0.07744088	0.0130439	0.477015	0.00575378	0.00983803	0.480063	0.0142868	0.005179074	-1.516843	0.000623839	0.0365705	0.395986	3.56682	0.297131	0.310039	0.142922	0.249908	0.08261996	0.06268552
1265	1	-3712.504	-3718.223	5.719199	0.4465006	0.1946448	0.162723	0.174143	0.453242	0.0722108	0.128445	0.137591	0.122688	0.24571	0.182797	0.32341	0.170408	0.278626	0.162831	0.136089	0.134983	0.142179	0.203973	0.207971	0.1601732	0.06596888	0.0130969	0.529993	0.0137512	0.00489262	0.433064	0.00520139	0.02901508	-1.8315	0.000439288	0.0307443	0.369537	3.59928	0.280543	0.315401	0.129522	0.274535	0.09498396	0.3054735
1266	0	-3714.032	-3711.195	-2.837307	0.3516245	0.1849908	0.250416	0.187359	0.341641	0.333186	0.542978	0.333794	0.188846	0.258173	0.363273	0.0872195	0.122472	0.37695	0.33597	0.165465	0.0663881	0.304769	0.243984	0.253492	0.2430562	0.01031549	0.0137591	0.453085	0.00457577	0.00822413	0.506383	0.0139732	0.04659247	-1.414463	0.000303326	0.0255901	0.343366	3.63074	0.27097	0.324254	0.144919	0.259858	0.05690796	0.8187338
1267	1	-3709.657	-3709.185	-0.4715489	0.4493263	0.1951607	0.127201	0.264833	0.514537	0.114071	0.208589	0.26961	0.150446	0.403657	0.179787	0.382844	0.134352	0.188863	0.0940898	0.213598	0.169464	0.190387	0.317347	0.146663	0.1962835	-0.1275406	0.0145324	0.477678	0.0120646	0.0117292	0.480534	0.00346175	0.254402	-1.628195	0.000447606	0.0310311	0.37091	3.59761	0.293049	0.305047	0.131602	0.270302	0.1268614	2.005354
1268	0	-3720.25	-3716.64	-3.610112	0.4706668	0.2207452	0.129717	0.358478	0.303703	0.152312	0.391934	0.360346	0.21454	0.125216	0.0925203	0.0709526	0.0941273	0.253385	0.225607	0.33067	0.186189	0.114345	0.318869	0.319727	0.1878868	0.3344706	0.0169092	0.551139	0.012542	0.00349303	0.407032	0.00888509	0.1064632	-1.671916	0.00101623	0.0465348	0.435609	3.51684	0.276612	0.295903	0.135538	0.291947	0.4409337	0.2414493
1269	1	-3709.974	-3713.04	3.065572	0.4271059	0.205604	0.154051	0.188568	0.417137	0.0858988	0.119116	0.188724	0.189042	0.263926	0.123196	0.248166	0.366919	0.152156	0.0864458	0.1109	0.191628	0.308884	0.0982586	0.116521	0.1485971	-0.2407149	0.00816961	0.485523	0.0150506	0.0142089	0.472639	0.00440892	0.2752219	-1.906517	0.000641184	0.0370697	0.398125	3.56416	0.320634	0.288436	0.14011	0.25082	0.03450693	7.975844
1270	0	-3712.597	-3713.283	0.6862687	0.4155883	0.1895182	0.117418	0.19281	0.505679	0.141518	0.270984	0.221404	0.111216	0.0645525	0.0640309	0.0972703	0.107794	0.319594	0.51075	0.111856	0.165199	0.143485	0.258974	0.22155	0.1979985	0.04588472	0.0101691	0.455156	0.00926876	0.00577497	0.518851	0.000779296	0.04076204	-1.619496	0.000362564	0.0279558	0.355752	3.61593	0.301513	0.32521	0.116666	0.256611	0.08664676	0.4704393
1271	1	-3717.118	-3721.293	4.174518	0.4482053	0.2883735	0.11452	0.202691	0.347262	0.0807935	0.068854	0.143906	0.158116	0.228317	0.158323	0.282962	0.210036	0.201122	0.0825183	0.150563	0.190235	0.20558	0.316281	0.13267	0.1248877	0.1010459	0.0129714	0.50985	0.0158048	0.0239203	0.436168	0.00128527	0.01837408	-2.080341	0.00439968	0.0954866	0.575751	3.32436	0.316087	0.282973	0.129118	0.271822	0.11942	0.153861
1272	0	-3709.692	-3706.935	-2.757693	0.4627372	0.2130222	0.282599	0.176842	0.519056	0.211164	0.443946	0.162015	0.21229	0.106873	0.163144	0.0914535	0.0710326	0.151889	0.427675	0.28817	0.504557	0.181632	0.247535	0.219919	0.1934172	-0.04857039	0.00755462	0.546605	0.00690304	0.00310814	0.418124	0.0177052	0.1326923	-1.642906	0.000810094	0.0416095	0.416783	3.5408	0.302797	0.305428	0.133831	0.257944	0.08412189	1.577381
1273	1	-3712.795	-3711.224	-1.570286	0.2945355	0.220076	0.222741	0.311688	0.310385	0.156485	0.0702096	0.308684	0.283727	0.464338	0.249789	0.39117	0.156472	0.350654	0.0986724	0.200379	0.190644	0.289596	0.327815	0.258797	0.2046957	0.1151214	0.0182548	0.483823	0.00572919	0.00707108	0.482141	0.00298092	0.002878117	-1.586231	0.000997088	0.0461005	0.434002	3.5189	0.303982	0.297746	0.12667	0.271603	0.1179995	0.02439093
1274	0	-3719.228	-3717.775	-1.452918	0.3797763	0.2151347	0.143172	0.37457	0.618742	0.230543	0.241662	0.264903	0.176764	0.0767036	0.162847	0.093922	0.108391	0.225907	0.439003	0.236229	0.30235	0.0954982	0.0962745	0.331434	0.1543557	-0.01498752	0.00821872	0.457421	0.00629199	0.00657612	0.505394	0.0160989	0.02102009	-1.868496	0.000863318	0.0429374	0.421993	3.53421	0.289851	0.3086	0.127017	0.274532	0.006032569	3.484434
1275	1	-3712.866	-3710.473	-2.393005	0.3129623	0.1808346	0.169023	0.225186	0.434479	0.154729	0.2254	0.207162	0.246755	0.37959	0.192938	0.251668	0.145962	0.613894	0.128307	0.225598	0.337604	0.375884	0.333793	0.155079	0.2182269	-0.1169033	0.0185131	0.44782	0.00374571	0.0083313	0.513649	0.00794069	0.1977829	-1.52222	0.000255483	0.0235018	0.331825	3.64442	0.291501	0.28609	0.136665	0.285744	0.08087967	2.445398
1276	0	-3718.28	-3710.387	-7.892486	0.3499229	0.1905988	0.221589	0.158504	0.575712	0.29315	0.422529	0.529069	0.272459	0.14508	0.262201	0.0466723	0.0911977	0.143009	0.365213	0.0629645	0.137633	0.454107	0.287319	0.12982	0.157621	0.07731965	0.00846493	0.532425	0.0144531	0.0070144	0.436432	0.00121085	0.06437533	-1.847562	0.000377859	0.0285341	0.358679	3.61241	0.331342	0.281849	0.123392	0.263416	0.141695	0.4543233
1277	1	-3711.136	-3712.767	1.631123	0.2830434	0.1829579	0.115948	0.236479	0.454242	0.147857	0.17017	0.242198	0.316123	0.441092	0.206425	0.268935	0.248835	0.2322	0.150337	0.214162	0.286683	0.178475	0.203902	0.167734	0.1831066	-0.1106216	0.014985	0.598113	0.0061235	0.00329266	0.370347	0.00713826	0.1120784	-1.697687	0.000279171	0.0245585	0.337741	3.63742	0.313322	0.287808	0.130212	0.268659	0.001456798	76.93473
1278	0	-3718.994	-3713.266	-5.728279	0.3538892	0.1748492	0.190441	0.159208	0.467327	0.235856	0.544601	0.331935	0.247849	0.354629	0.364894	0.209545	0.121981	0.145433	0.2062	0.212755	0.314445	0.661745	0.27622	0.107181	0.1834194	-0.06449243	0.0138477	0.513201	0.0148714	0.00754286	0.449061	0.00147599	0.103236	-1.69598	0.000196681	0.0206409	0.314928	3.66423	0.277604	0.312504	0.142813	0.267079	0.03874357	2.664597
1279	1	-3720.326	-3712.859	-7.466596	0.2834592	0.2137977	0.185491	0.50322	0.477654	0.089438	0.223897	0.168635	0.331818	0.377752	0.189827	0.328384	0.22694	0.441906	0.213844	0.389999	0.0786926	0.12663	0.379906	0.125779	0.2860246	-0.1420765	0.015923	0.510871	0.00315917	0.00378053	0.453645	0.0126217	0.2559894	-1.251678	0.000829363	0.0420953	0.418701	3.53837	0.298201	0.289674	0.129488	0.282636	0.1139129	2.247237
1280	0	-3722.833	-3715.662	-7.171136	0.3623688	0.2011205	0.286907	0.270168	0.375775	0.231484	0.677178	0.430291	0.173629	0.105613	0.254723	0.107532	0.122105	0.12962	0.0614784	0.349021	0.488003	0.10701	0.344331	0.251262	0.1953163	-0.02066812	0.00853023	0.525541	0.00551891	0.0132188	0.445753	0.00143848	0.1971853	-1.633135	0.000552031	0.0344244	0.386576	3.57845	0.320528	0.31454	0.125507	0.239425	0.1765172	1.117088
1281	1	-3717.831	-3712.994	-4.836546	0.2693853	0.1978177	0.297391	0.27369	0.397468	0.214322	0.181377	0.336384	0.295595	0.604968	0.197429	0.324412	0.285751	0.265867	0.136341	0.285263	0.165153	0.555982	0.0892435	0.273332	0.3072229	-0.01976798	0.0123343	0.482307	0.00905855	0.00338422	0.478168	0.0147474	0.1078215	-1.180182	0.000492239	0.0325261	0.377938	3.58904	0.30621	0.29318	0.126845	0.273765	0.08805353	1.2245
1282	0	-3717.422	-3718.326	0.9039277	0.3894573	0.1728788	0.122048	0.170058	0.626635	0.194907	0.254857	0.124236	0.138165	0.157234	0.214658	0.113751	0.0538035	0.462227	0.203034	0.0872148	0.05202	0.219851	0.129281	0.305962	0.1643818	0.03328152	0.0134066	0.517245	0.00643537	0.0130101	0.438717	0.011186	0.05447294	-1.805564	0.000179738	0.019738	0.309298	3.67078	0.311991	0.303299	0.123001	0.261709	0.08775447	0.6207427
1283	1	-3713.691	-3708.867	-4.824438	0.2856263	0.1669482	0.11502	0.192286	0.573209	0.0833253	0.161158	0.186604	0.31577	0.550871	0.252033	0.466832	0.251643	0.279088	0.124393	0.3676	0.186447	0.18478	0.147158	0.361709	0.2754555	-0.02746769	0.0165152	0.485823	0.00371127	0.00709055	0.481654	0.00520528	0.12088	-1.289329	0.0001353	0.0171411	0.292158	3.69057	0.316133	0.298719	0.130703	0.254445	0.09341235	1.294048
1284	0	-3712.101	-3712.227	0.1260044	0.4883623	0.1868747	0.227698	0.493635	0.389883	0.176125	0.223168	0.145003	0.137334	0.124064	0.215759	0.0410137	0.0683019	0.055381	0.117929	0.222681	0.250939	0.125763	0.109407	0.261752	0.1150863	0.03833733	0.0131616	0.569182	0.00511403	0.0143165	0.387659	0.0105673	0.03150619	-2.162073	0.000327043	0.0265632	0.348544	3.62457	0.30316	0.299416	0.121604	0.27582	0.06984353	0.4510968
1285	1	-3711.015	-3711.884	0.8695345	0.2981836	0.2097644	0.35445	0.234213	0.278169	0.140689	0.0944606	0.204185	0.27007	0.312422	0.214341	0.372132	0.257757	0.233299	0.129912	0.411674	0.179382	0.220059	0.112109	0.283421	0.2173397	0.06030159	0.019376	0.536037	0.0112886	0.00874077	0.418451	0.00610697	0.05779538	-1.526294	0.000732528	0.0395916	0.408658	3.55102	0.276485	0.309595	0.137294	0.276626	0.118097	0.4893892
1286	0	-3720.366	-3717.756	-2.610511	0.5095292	0.1757895	0.180662	0.203333	0.696398	0.197797	0.189406	0.188491	0.11278	0.16276	0.329109	0.0774216	0.100182	0.357981	0.165379	0.409144	0.46999	0.129353	0.0897992	0.303108	0.2235087	-0.02131382	0.02188	0.571625	0.00514523	0.00888208	0.389322	0.00314524	0.08750116	-1.498305	0.000205174	0.0210786	0.317604	3.66111	0.28886	0.286558	0.134787	0.289794	0.06618735	1.322023
1287	1	-3721.299	-3709.528	-11.77102	0.3652063	0.147994	0.120671	0.205173	1.10373	0.107997	0.0629292	0.344722	0.178365	0.595779	0.21021	0.280124	0.160497	0.249941	0.0809112	0.227105	0.196072	0.233946	0.327899	0.256978	0.17772	-0.4771236	0.00701888	0.577181	0.00579213	0.00232946	0.402545	0.00513355	0.6133509	-1.727546	4.68432e-05	0.0101136	0.235767	3.75407	0.278048	0.32255	0.125409	0.273993	0.1362273	4.502407
1288	0	-3712.902	-3710.454	-2.447218	0.5625576	0.1959984	0.174483	0.18045	0.429469	0.147074	0.371552	0.22495	0.140831	0.243111	0.0855661	0.0695121	0.045051	0.288092	0.316216	0.10338	0.208544	0.0824594	0.290673	0.168453	0.1604823	-0.1547405	0.0190668	0.49813	0.00383064	0.0077401	0.470095	0.0011373	0.3261832	-1.829571	0.000461351	0.0314993	0.373134	3.59491	0.28781	0.295832	0.137848	0.278509	0.1714426	1.902579
1289	1	-3712.568	-3710.146	-2.421486	0.4124398	0.1918825	0.0965622	0.158722	0.510891	0.10987	0.248092	0.742055	0.192509	0.453773	0.238706	0.40252	0.148938	0.110663	0.116195	0.291367	0.117128	0.175269	0.26747	0.338637	0.2257141	0.01503172	0.010433	0.542877	0.00960669	0.00242246	0.421369	0.0132912	0.00107124	-1.488486	0.000396631	0.0292277	0.362142	3.60823	0.292893	0.298873	0.138737	0.269498	0.01610296	0.06652445
1290	0	-3721.743	-3713.454	-8.288875	0.5089628	0.190405	0.174954	0.213696	0.59209	0.26813	0.726362	0.420096	0.238781	0.144334	0.16307	0.107856	0.0599211	0.0776059	0.515329	0.150726	0.0912232	0.220243	0.303467	0.633196	0.2452159	-0.01840524	0.0164268	0.567682	0.00234046	0.00279657	0.405006	0.00574798	0.05539613	-1.405616	0.000375082	0.02843	0.358155	3.61304	0.279658	0.310372	0.133944	0.276026	0.03699089	1.497561
1291	1	-3714.541	-3710.863	-3.677871	0.4259887	0.1906513	0.229663	0.252467	0.423358	0.0995678	0.257982	0.498983	0.233107	0.366425	0.181733	0.303493	0.183976	0.201042	0.108022	0.228959	0.0800428	0.17185	0.0437756	0.440153	0.1513064	0.01038197	0.0116395	0.59653	0.0121881	0.000697806	0.368579	0.0103657	0.01289448	-1.888448	0.000378615	0.0285623	0.358821	3.61224	0.307755	0.300663	0.120919	0.270662	0.02327644	0.553971
1292	0	-3712.936	-3712.114	-0.8220444	0.4671296	0.1809098	0.249016	0.128985	0.37252	0.187972	0.477476	0.290042	0.131441	0.0892799	0.120306	0.0722318	0.0751665	0.135016	0.346775	0.190848	0.0927448	0.196836	0.0868908	0.417682	0.1328912	0.07597202	0.0157433	0.575458	0.00267551	0.0013399	0.391526	0.0132569	0.07720599	-2.018225	0.000256296	0.0235389	0.332035	3.64417	0.307606	0.286192	0.114291	0.291911	0.153178	0.5040279
1293	1	-3704.381	-3706.816	2.435787	0.3556662	0.1763595	0.180575	0.20077	0.374075	0.0676594	0.0692763	0.156532	0.280755	0.350849	0.176527	0.297384	0.212818	0.177282	0.128165	0.345416	0.11792	0.242602	0.0641615	0.163273	0.1590994	-0.1162197	0.0124584	0.550803	0.00845435	0.00101693	0.418393	0.00887472	0.117078	-1.838226	0.000210453	0.0213461	0.319222	3.65922	0.315609	0.300454	0.121168	0.262769	0.0008582461	136.4154
1294	0	-3714.591	-3710.492	-4.099137	0.5082408	0.1973344	0.20283	0.186401	0.507947	0.170159	0.392676	0.252243	0.182564	0.378472	0.369135	0.0539563	0.102244	0.18671	0.295439	0.265328	0.342337	0.105736	0.448107	0.294533	0.2596366	0.04135056	0.007718	0.518104	0.00973815	0.00235297	0.449842	0.0122451	0.02669781	-1.348472	0.000483894	0.032252	0.376665	3.5906	0.311561	0.300588	0.11285	0.275002	0.06804837	0.3923358
1295	1	-3710.044	-3710.74	0.6959876	0.3658775	0.2079561	0.130575	0.230875	0.604612	0.130508	0.0861182	0.283517	0.158842	0.47591	0.137232	0.310757	0.238804	0.147952	0.134839	0.323695	0.116118	0.244207	0.148084	0.220939	0.1733714	-0.04226021	0.0115087	0.517725	0.00726716	0.00208035	0.453878	0.00754071	0.07947505	-1.752319	0.000691782	0.0384878	0.404102	3.55672	0.315419	0.297403	0.130286	0.256891	0.03721484	2.135574
1296	0	-3712.366	-3710.148	-2.218684	0.3476418	0.1722109	0.267849	0.117079	0.598352	0.208079	0.587828	0.369585	0.210075	0.144516	0.260639	0.0801739	0.0882055	0.351526	0.259009	0.212739	0.12696	0.119987	0.329361	0.235936	0.2243546	-0.03169396	0.013454	0.542052	0.010826	0.008415	0.404977	0.0202763	0.05560607	-1.494528	0.00017425	0.0194365	0.307382	3.67301	0.296962	0.308023	0.129301	0.265715	0.02391211	2.325435
1297	1	-3710.338	-3712.195	1.857015	0.3285038	0.2007374	0.106563	0.225171	0.455342	0.139123	0.0745979	0.203414	0.217639	0.411609	0.239445	0.216725	0.0987872	0.258554	0.175876	0.175995	0.112059	0.379348	0.23746	0.085616	0.1799827	-0.1204521	0.0111022	0.567776	0.00599726	0.00266346	0.395708	0.0167531	0.1335535	-1.714895	0.000544844	0.034202	0.38558	3.57967	0.317069	0.305605	0.121221	0.256105	0.01310142	10.19382
1298	0	-3713.717	-3711.999	-1.717898	0.309392	0.1928402	0.162391	0.141927	0.500593	0.276753	0.564122	0.262628	0.306728	0.0558291	0.134603	0.0781586	0.265636	0.0515452	0.34043	0.152399	0.163615	0.16183	0.355859	0.114924	0.1944829	-0.01155106	0.010737	0.511632	0.00567876	0.0154843	0.434262	0.0222063	0.01249043	-1.637411	0.000411065	0.0297498	0.364714	3.60512	0.303196	0.298502	0.130573	0.267729	0.0009393736	13.29656
1299	1	-3710.127	-3710.563	0.4355333	0.3592306	0.2094071	0.160836	0.177608	0.358153	0.138171	0.246774	0.433337	0.152368	0.39559	0.237629	0.365507	0.112035	0.244592	0.0821097	0.16754	0.283364	0.22889	0.201451	0.167629	0.2166965	-0.00459656	0.0121328	0.538862	0.00644562	0.00543169	0.432441	0.00468663	0.1173596	-1.529257	0.000724349	0.0393726	0.40776	3.55214	0.300877	0.295045	0.141167	0.262911	0.112763	1.040763
1300	0	-3717.813	-3717.479	-0.3344245	0.3840195	0.1740574	0.185214	0.104634	0.517621	0.168499	0.349276	0.336188	0.207778	0.117534	0.153472	0.0550458	0.115573	0.128079	0.0734607	0.174377	0.135501	0.0750678	0.32253	0.123893	0.1689549	-0.009179839	0.00946613	0.550311	0.00238523	0.0144867	0.397277	0.0260746	0.2588916	-1.778124	0.000189735	0.0202757	0.31267	3.66686	0.304023	0.284915	0.123253	0.287808	0.2497118	1.036762
