Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
94	0	-3738.279	-3724.378	-13.90064	0.3244897	0.1956158	0.2080749	-0.001786941	0.018358	0.461501	0.00810435	0.00314144	0.495942	0.0129527	0.02564213	0.000455037	0.0312851	0.372119	3.59614	0.301438	0.304581	0.128371	0.26561	0.02385519	1.074908
95	1	-3743.759	-3727.109	-16.64995	0.2782476	0.2144731	0.2075456	-0.2777344	0.0136208	0.56784	0.00587542	0.0059941	0.403904	0.00276523	0.3245836	0.000846398	0.0425199	0.420366	3.53627	0.310305	0.303491	0.1148	0.271404	0.04684917	6.928268
96	0	-3739.564	-3725.41	-14.15415	0.2822363	0.1889912	0.2443086	0.01108415	0.0135026	0.579642	0.00772132	0.00277497	0.391154	0.00520547	0.01361428	0.00035527	0.0276757	0.354321	3.61765	0.269767	0.325954	0.131931	0.272348	0.02469843	0.5512205
97	1	-3735.046	-3719.404	-15.64222	0.2601653	0.2152156	0.2658245	-0.1713334	0.014229	0.474892	0.00703042	0.00768979	0.487248	0.00891163	0.180156	0.000865401	0.0429885	0.422191	3.53395	0.30587	0.293472	0.133134	0.267525	0.008822534	20.41998
98	0	-3736.043	-3721.82	-14.22355	0.2781942	0.2076817	0.2604281	-0.006541277	0.0163976	0.497284	0.0139775	0.00316049	0.463322	0.00585834	0.016955	0.000685739	0.0383213	0.403407	3.55759	0.302075	0.315939	0.130289	0.251697	0.01041372	1.62814
99	1	-3746.846	-3730.114	-16.73216	0.2628516	0.2162323	0.302465	0.1206642	0.0106514	0.485619	0.00394376	0.00687256	0.482702	0.0102116	0.07855247	0.000891897	0.0436332	0.424682	3.53079	0.311285	0.284846	0.11968	0.28419	0.1992166	0.3943068
100	0	-3739.93	-3724.804	-15.12521	0.2934405	0.1837208	0.2644155	0.0548723	0.0141512	0.520067	0.00779143	0.00587575	0.450272	0.0018424	0.03633802	0.000288064	0.0249434	0.339857	3.63491	0.278383	0.3227	0.143267	0.25565	0.09121033	0.3983981
101	1	-3746.385	-3719.934	-26.45064	0.2854603	0.2137409	0.2472832	0.252082	0.00957452	0.555871	0.00797017	0.00734625	0.405376	0.0138612	0.5689205	0.000827941	0.0420596	0.41856	3.53855	0.297897	0.305173	0.124148	0.272781	0.8210025	0.6929583
102	0	-3738.078	-3722.214	-15.8648	0.2908165	0.2016934	0.2612243	0.1628378	0.0115279	0.491071	0.0095531	0.0137373	0.472752	0.00135832	0.02588612	0.000562902	0.0347581	0.388063	3.57662	0.298766	0.31456	0.13887	0.247804	0.1887239	0.1371639
103	1	-3739.51	-3722.072	-17.43848	0.2633264	0.222437	0.2840158	-0.1182379	0.0131967	0.561539	0.00619965	0.0104147	0.389331	0.0193189	0.2484981	0.00106572	0.0476388	0.439652	3.51164	0.295113	0.310585	0.123938	0.270364	0.1302602	1.907705
104	0	-3738.687	-3723.142	-15.54496	0.2807286	0.2069388	0.2490472	0.1195264	0.0144468	0.489044	0.0176203	0.00615424	0.4708	0.0019342	0.0384279	0.000669569	0.037872	0.401524	3.55993	0.309829	0.273783	0.144012	0.272376	0.1579543	0.2432849
105	1	-3739.786	-3724.639	-15.14647	0.2788892	0.2355089	0.2811838	0.01732086	0.01193	0.525925	0.00720586	0.0136246	0.431999	0.00931582	0.04869539	0.00150378	0.056443	0.469914	3.47214	0.300769	0.297372	0.126313	0.275546	0.06601626	0.7376273
106	0	-3736.053	-3720.03	-16.02262	0.2880702	0.2053934	0.2673402	0.1780204	0.014739	0.567337	0.00755436	0.00684428	0.400369	0.00315638	0.02751986	0.000636784	0.0369437	0.397587	3.56483	0.290256	0.306052	0.12482	0.278873	0.2055403	0.1338904
107	1	-3744.255	-3727.673	-16.58255	0.2149326	0.2011954	0.3305949	-0.1940103	0.012035	0.518234	0.010722	0.0122372	0.435799	0.0109723	0.2114656	0.000553444	0.034468	0.386771	3.57821	0.320732	0.303365	0.129363	0.246541	0.01745537	12.11465
108	0	-3739.288	-3722.505	-16.78289	0.2708623	0.2065168	0.2745324	0.2638464	0.00927064	0.527979	0.00605809	0.00621831	0.43957	0.0109039	0.02333189	0.000660501	0.0376176	0.400451	3.56127	0.295972	0.291661	0.139199	0.273167	0.2871783	0.08124532
109	1	-3740.651	-3723.415	-17.23565	0.2241555	0.2159573	0.295556	0.1920189	0.0100675	0.47965	0.00634295	0.0145802	0.479165	0.0101945	0.07780836	0.000884677	0.0434585	0.424009	3.53165	0.271112	0.30469	0.147844	0.276354	0.2698273	0.2883636
110	0	-3743.472	-3727.804	-15.66828	0.3064128	0.1945561	0.2273855	-0.08021811	0.0221879	0.450029	0.00733279	0.00668976	0.50301	0.0107503	0.1540192	0.00043787	0.0306951	0.369301	3.59957	0.279222	0.310696	0.148284	0.261798	0.07380113	2.086949
111	1	-3735.298	-3716.938	-18.35977	0.194677	0.1871784	0.3706477	0.2548344	0.0129085	0.510626	0.00371922	0.00571271	0.455525	0.0115084	0.07709297	0.000330989	0.0267216	0.349376	3.62357	0.297846	0.302332	0.138356	0.261466	0.3319274	0.2322585
112	0	-3741.739	-3725.409	-16.32921	0.3148988	0.2674479	0.2490544	-0.2248048	0.010852	0.48675	0.00992466	0.00331111	0.479225	0.00993738	0.2519286	0.00302654	0.0795487	0.536866	3.38056	0.314279	0.295	0.133185	0.257535	0.02712376	9.288114
113	1	-3744.667	-3727.025	-17.64184	0.196114	0.1831701	0.3659784	-0.01265532	0.0138172	0.529275	0.00525443	0.00548322	0.429198	0.016972	0.1689904	0.000281625	0.0246653	0.33833	3.63672	0.325696	0.287642	0.126058	0.260604	0.1563351	1.08095
114	0	-3740.024	-3725.747	-14.27723	0.3200166	0.2553874	0.2172091	0.01508961	0.0185687	0.51486	0.0153642	0.00635329	0.438519	0.00633536	0.03367207	0.0023724	0.0706072	0.51271	3.41431	0.27535	0.323744	0.13711	0.263796	0.04876167	0.6905437
115	1	-3737.645	-3722.352	-15.29335	0.2047773	0.1997097	0.3396204	-0.05758106	0.00658967	0.526366	0.00709797	0.0112799	0.437426	0.0112404	0.06064298	0.000525894	0.0336082	0.3829	3.58297	0.319934	0.300245	0.123828	0.255993	0.003061921	19.80553
116	0	-3741.591	-3724.337	-17.25363	0.2943528	0.2012779	0.2705836	0.3303449	0.0223021	0.449203	0.00758854	0.00191103	0.512206	0.00678967	0.02007767	0.000555002	0.0345159	0.386985	3.57794	0.290414	0.287783	0.153567	0.268236	0.3504226	0.0572956
117	1	-3745.585	-3727.749	-17.83599	0.2585102	0.2256321	0.3126206	0.2252398	0.0192454	0.495731	0.00800329	0.0102335	0.461871	0.00491649	0.07923903	0.00116358	0.0497471	0.447207	3.50188	0.273854	0.311355	0.149326	0.265466	0.3044789	0.2602448
118	0	-3739.811	-3724.814	-14.99783	0.2473789	0.2279536	0.2730397	0.0782421	0.0166838	0.52964	0.0142674	0.00739997	0.421983	0.0100255	0.01367452	0.00123837	0.0512974	0.452633	3.49483	0.296681	0.280132	0.143232	0.279955	0.09191663	0.148771
119	1	-3737.135	-3722.321	-14.81355	0.2531269	0.1965458	0.2753042	0.05535212	0.00743399	0.473541	0.00757128	0.00914251	0.487631	0.0146804	0.01274053	0.000470495	0.0318068	0.374583	3.59314	0.291588	0.299996	0.146899	0.261517	0.06809265	0.1871058
120	0	-3738.098	-3722.897	-15.20047	0.2449975	0.2178317	0.3334416	-0.004987763	0.0157293	0.484586	0.00743804	0.00603278	0.471914	0.0142992	0.03173287	0.000934696	0.0446542	0.428578	3.52583	0.298467	0.299885	0.140078	0.26157	0.0267451	1.186493
121	1	-3738.24	-3720.864	-17.37584	0.2440198	0.2076577	0.2521174	-0.1781771	0.0137849	0.461488	0.0104527	0.00680704	0.495752	0.0117157	0.292662	0.000685214	0.0383068	0.403347	3.55766	0.297596	0.293338	0.139074	0.269992	0.1144849	2.556337
122	0	-3750.412	-3733.489	-16.92309	0.264215	0.1788997	0.3043576	-0.1066284	0.0147297	0.541461	0.00579066	0.00651843	0.425907	0.00559308	0.1999931	0.000235219	0.0225578	0.326398	3.65081	0.315713	0.285296	0.139784	0.259207	0.09336476	2.142062
123	1	-3737.898	-3723.466	-14.43153	0.2587192	0.2102824	0.2716031	-0.03929852	0.00829637	0.563164	0.00912586	0.00832015	0.402469	0.00862435	0.03956193	0.000744501	0.03991	0.409957	3.54939	0.293349	0.285696	0.119215	0.30174	0.000263409	150.192
124	0	-3740.758	-3726.206	-14.55215	0.2260939	0.1768998	0.2721286	0.01551352	0.0138405	0.479981	0.0020806	0.00581638	0.489252	0.00903027	0.0189978	0.000215551	0.0216012	0.320753	3.65743	0.301489	0.296591	0.136879	0.265041	0.03451132	0.5504801
125	1	-3734.558	-3719.935	-14.62251	0.2648176	0.2225039	0.2952242	-0.03270103	0.0131109	0.473673	0.00666613	0.0084082	0.492525	0.00561602	0.03351606	0.00106771	0.0476827	0.439811	3.51144	0.304993	0.291795	0.146828	0.256383	0.0008150285	41.12256
126	0	-3736.37	-3720.346	-16.02382	0.219617	0.2002091	0.3416809	0.0355395	0.0148594	0.566861	0.0016575	0.0031263	0.404312	0.00918392	0.05850863	0.000535043	0.0338962	0.384203	3.58137	0.296617	0.296708	0.138805	0.267869	0.09404813	0.6221137
127	1	-3734.283	-3717.533	-16.74999	0.2436624	0.188772	0.3018775	-0.1177009	0.011318	0.567435	0.00406376	0.00978786	0.400316	0.0070795	0.2004884	0.000352267	0.0275595	0.353724	3.61836	0.293224	0.307055	0.12442	0.2753	0.08278745	2.421724
128	0	-3738.437	-3722.274	-16.16238	0.2216589	0.1917102	0.3181367	-0.1915401	0.0200395	0.578775	0.0050234	0.00510428	0.387724	0.00333419	0.1959756	0.000394073	0.0291341	0.361678	3.60879	0.295271	0.305062	0.119204	0.280464	0.00443548	44.18363
129	1	-3736.711	-3721.018	-15.6925	0.2455145	0.1873851	0.2685272	0.108777	0.0179609	0.525561	0.00602313	0.0122197	0.436852	0.00138334	0.04301945	0.000333695	0.0268296	0.349941	3.6229	0.311584	0.301152	0.132918	0.254347	0.1517965	0.2834022
130	0	-3742.282	-3725.911	-16.37085	0.2139249	0.1890108	0.3180676	-0.1508266	0.0179954	0.496933	0.00251016	0.0158513	0.458427	0.00828265	0.187412	0.000355539	0.0276861	0.354374	3.61758	0.312301	0.301482	0.135105	0.251112	0.03658542	5.122587
131	1	-3733.675	-3718.63	-15.04455	0.2353773	0.1729839	0.3255469	-0.02861764	0.0117333	0.527304	0.00764302	0.0118204	0.438301	0.00319833	0.03899523	0.000180612	0.0197857	0.309599	3.67043	0.290938	0.317032	0.130261	0.26177	0.01037759	3.757637
132	0	-3738.958	-3723.091	-15.86646	0.1977041	0.1591057	0.35106	0.03634643	0.0170517	0.562581	0.00230038	0.00732555	0.404967	0.0057734	0.04262485	8.99577e-05	0.0139933	0.269088	3.71683	0.291033	0.292495	0.116985	0.299487	0.07897128	0.5397513
133	1	-3737.457	-3720.259	-17.19804	0.2147924	0.1639846	0.3527058	0.2468802	0.0133274	0.482761	0.00816036	0.0134408	0.478172	0.00413823	0.01868034	0.000116496	0.0159126	0.283491	3.70048	0.295248	0.289924	0.134008	0.28082	0.2655605	0.07034305
134	0	-3738.775	-3721.631	-17.14408	0.1922175	0.1635791	0.3680628	0.2245627	0.00773668	0.51798	0.00752114	0.00607493	0.456575	0.00411203	0.01842683	0.000114087	0.0157481	0.2823	3.70184	0.30222	0.295146	0.123762	0.278872	0.2429895	0.07583383
135	1	-3739.761	-3723.583	-16.17895	0.2132584	0.1990213	0.3051406	0.1456973	0.0146828	0.530153	0.00861745	0.0135374	0.427908	0.00510056	0.0345998	0.000513465	0.0332128	0.381099	3.58517	0.298781	0.285967	0.157672	0.257581	0.1802971	0.1919044
136	0	-3733.705	-3718.52	-15.1852	0.2056956	0.2095328	0.3167169	-0.01823374	0.0135137	0.564153	0.00856629	0.00499954	0.404667	0.00410055	0.04840866	0.000727219	0.0394496	0.408076	3.55175	0.298423	0.294135	0.129525	0.277916	0.03017492	1.604268
137	1	-3736.001	-3718.171	-17.83079	0.2376834	0.1891992	0.3219501	-0.3337321	0.0138733	0.519049	0.00911051	0.00744367	0.449219	0.00130446	0.3656892	0.000358135	0.0277861	0.354886	3.61697	0.301587	0.296258	0.132996	0.269159	0.03195715	11.44311
138	0	-3736.612	-3722.537	-14.07462	0.2418746	0.2273824	0.2415323	-0.02784965	0.0183772	0.527219	0.00875407	0.00366291	0.439691	0.00229589	0.03045506	0.00121968	0.0509145	0.451303	3.49656	0.294531	0.306981	0.125532	0.272957	0.002605407	11.68917
139	1	-3739.363	-3723.821	-15.54281	0.2354654	0.2223016	0.3024686	0.1218995	0.0123412	0.474649	0.0149142	0.00747215	0.488174	0.0024492	0.007563397	0.0010617	0.0475501	0.439329	3.51206	0.296557	0.305302	0.133472	0.264669	0.1294629	0.05842133
140	0	-3736.239	-3719.656	-16.5831	0.2477571	0.180682	0.2676251	0.215401	0.0115372	0.584121	0.00560592	0.0069744	0.384225	0.00753566	0.04473604	0.00025384	0.0234267	0.331398	3.64492	0.297429	0.31101	0.127128	0.264433	0.260137	0.1719711
141	1	-3741.314	-3722.771	-18.54315	0.2503481	0.1766979	0.3046602	0.419006	0.0161175	0.557249	0.00647261	0.00793395	0.411292	0.000935102	0.03511315	0.000213636	0.0215057	0.320181	3.6581	0.280611	0.319618	0.130554	0.269217	0.4541192	0.07732143
142	0	-3743.883	-3727.246	-16.63771	0.2410529	0.1982602	0.3394482	0.1028519	0.00406097	0.494685	0.00458303	0.0121504	0.48157	0.00295103	0.06117458	0.000499967	0.0327778	0.379102	3.58762	0.311019	0.299052	0.130106	0.259822	0.1640265	0.3729556
143	1	-3738.505	-3719.068	-19.43763	0.253493	0.2026953	0.2986075	0.3202593	0.0118395	0.492694	0.00779872	0.0056069	0.481581	0.000480235	0.1370488	0.000582276	0.0353447	0.390656	3.57342	0.294802	0.310923	0.129534	0.264741	0.4573081	0.2996859
144	0	-3741.014	-3724.544	-16.46982	0.1679754	0.172172	0.3920772	-0.07152286	0.00394301	0.538878	0.0140901	0.00897133	0.432771	0.00134657	0.1101752	0.000173935	0.019419	0.30727	3.67314	0.296565	0.280774	0.142462	0.280199	0.03865237	2.850413
145	1	-3744.137	-3728.68	-15.45714	0.2410021	0.2001937	0.2931706	0.08801355	0.00897071	0.532505	0.0131867	0.00661509	0.438144	0.00057918	0.02639201	0.00053476	0.0338873	0.384163	3.58141	0.320584	0.299595	0.124726	0.255096	0.1144056	0.2306882
146	0	-3740.705	-3722.86	-17.84538	0.2096856	0.1920087	0.3393434	-0.01616807	0.00441338	0.493685	0.0151206	0.00555826	0.480079	0.00114377	0.1982237	0.000398512	0.0292962	0.362481	3.60782	0.307739	0.278108	0.13793	0.276223	0.1820557	1.088808
147	1	-3735.64	-3719.081	-16.55979	0.2606403	0.2215696	0.302239	-0.07962547	0.0111511	0.527981	0.00576264	0.00912389	0.445543	0.000438097	0.1682418	0.00104014	0.0470717	0.437583	3.51431	0.288384	0.297198	0.133513	0.280906	0.08861635	1.898541
148	0	-3742.134	-3725.182	-16.95158	0.2058544	0.1683273	0.2910155	0.1021035	0.00531095	0.507072	0.0138248	0.0129145	0.459168	0.00170945	0.109407	0.000144796	0.0177286	0.296169	3.68596	0.318532	0.278565	0.135685	0.267218	0.2115105	0.517265
149	1	-3744.367	-3727.642	-16.72551	0.2470505	0.2331677	0.3053836	0.1422186	0.0214195	0.577618	0.0073728	0.00989268	0.382618	0.00107896	0.06878262	0.00141787	0.0548328	0.46462	3.47913	0.289223	0.323011	0.120263	0.267503	0.2110013	0.325982
150	0	-3740.288	-3724.502	-15.78602	0.193406	0.1892285	0.3595778	0.08526839	0.00542892	0.462936	0.0170746	0.00468629	0.508403	0.00147105	0.008862221	0.00035854	0.0278017	0.354966	3.61687	0.317948	0.281229	0.131878	0.268945	0.09413061	0.09414813
151	1	-3740.369	-3723.927	-16.44231	0.250643	0.195137	0.3137254	0.204946	0.0113337	0.578382	0.00697195	0.00653037	0.393704	0.00307883	0.01347304	0.000447222	0.031018	0.370847	3.59769	0.285944	0.321674	0.147541	0.244841	0.2184191	0.06168434
152	0	-3745.902	-3725.662	-20.2399	0.1972817	0.1448036	0.334327	-0.4259178	0.00730181	0.497036	0.010153	0.00256409	0.480276	0.00266895	0.5502121	3.81262e-05	0.00912812	0.226101	3.76473	0.302315	0.295344	0.153105	0.249237	0.1242943	4.426689
153	1	-3744.758	-3728.072	-16.68648	0.2860724	0.2059827	0.2555572	0.1843199	0.0146305	0.586827	0.00863509	0.00816982	0.377006	0.00473188	0.06863627	0.000649149	0.0372966	0.399091	3.56296	0.282177	0.308925	0.119124	0.289774	0.2529562	0.2713366
154	0	-3736.157	-3719.523	-16.63342	0.2061805	0.1968621	0.3651418	0.1792789	0.0143834	0.576925	0.00640204	0.00256984	0.392473	0.00724705	0.0118255	0.000475837	0.0319851	0.375419	3.59212	0.307428	0.294329	0.129871	0.268372	0.1911044	0.06187979
155	1	-3746.497	-3730.38	-16.11719	0.3100121	0.1912718	0.2333058	0.1373196	0.0187448	0.531666	0.00739223	0.0242211	0.408703	0.00927379	0.06800858	0.000387619	0.0288968	0.360497	3.61022	0.298949	0.28499	0.121	0.295062	0.2053281	0.331219
156	0	-3742.024	-3722.234	-19.78953	0.2187362	0.2028153	0.3481669	0.5816413	0.00796622	0.489312	0.0116204	0.0017264	0.481919	0.00745648	0.01524354	0.00058463	0.0354153	0.390966	3.57303	0.319887	0.276414	0.137504	0.266195	0.5968848	0.02553849
157	1	-3744.148	-3728.87	-15.27787	0.2619236	0.2079061	0.2698435	0.1100013	0.0121343	0.400785	0.00821175	0.00944361	0.56028	0.00914541	0.01606131	0.000690679	0.0384574	0.403975	3.55688	0.321377	0.288923	0.143206	0.246494	0.1260626	0.1274074
158	0	-3740.185	-3721.195	-18.99011	0.2104339	0.1843269	0.3581631	-0.05282188	0.0133799	0.50454	0.00669248	0.00648427	0.456566	0.0123382	0.2762745	0.000295276	0.0252511	0.341533	3.63292	0.308644	0.302545	0.114348	0.274462	0.2234526	1.23639
159	1	-3737.898	-3720.336	-17.56213	0.2744681	0.2129496	0.2627804	-0.3545869	0.0121051	0.547526	0.00634277	0.013752	0.413005	0.00726917	0.3852555	0.000808305	0.0415641	0.416603	3.54103	0.298486	0.318297	0.131506	0.251711	0.03066865	12.56187
160	0	-3738.018	-3722.149	-15.8695	0.1771827	0.1875243	0.4021026	-0.001802631	0.00633113	0.498889	0.00555143	0.0158673	0.461601	0.0117602	0.03098789	0.000335526	0.0269025	0.350322	3.62244	0.320266	0.290463	0.126102	0.26317	0.02918526	1.061765
161	1	-3741.179	-3726.298	-14.88142	0.2487755	0.2161198	0.271054	-0.02066938	0.0127003	0.424084	0.00808221	0.00379797	0.546997	0.00433887	0.05660716	0.000888939	0.0435617	0.424407	3.53114	0.289819	0.305902	0.150237	0.254042	0.03593778	1.575144
162	0	-3739.045	-3719.844	-19.20143	0.17809	0.1638797	0.3738083	0.4321818	0.00564249	0.601981	0.0106479	0.00743161	0.36625	0.0080474	0.04500915	0.000115869	0.01587	0.283183	3.70083	0.299592	0.298116	0.117962	0.28433	0.4771909	0.09432105
163	1	-3741.002	-3725.18	-15.82197	0.2435399	0.1717938	0.2851159	-0.00476603	0.0102475	0.499369	0.0154406	0.0141245	0.459427	0.0013911	0.09732908	0.000170888	0.0192493	0.306183	3.6744	0.279283	0.312383	0.156344	0.251991	0.09256305	1.05149
164	0	-3736.382	-3718.489	-17.89308	0.1729022	0.159411	0.3877956	-0.1263451	0.0079798	0.520608	0.00792857	0.00124992	0.455862	0.00637184	0.2284562	9.14675e-05	0.0141096	0.269994	3.71581	0.310902	0.301981	0.136676	0.250441	0.1021111	2.237329
165	1	-3740.821	-3725.919	-14.90185	0.2605638	0.1902989	0.285497	0.06014871	0.00705905	0.576381	0.0152098	0.0142152	0.386148	0.000986635	0.01057493	0.000373568	0.028373	0.357868	3.61339	0.280425	0.286793	0.14986	0.282922	0.07072364	0.1495246
166	0	-3745.525	-3729.185	-16.33995	0.2448876	0.1965689	0.2634705	0.1924576	0.0161622	0.469979	0.00608213	0.00106931	0.498455	0.0082525	0.04348496	0.000470883	0.0318198	0.374644	3.59307	0.298997	0.323368	0.14426	0.233375	0.2359425	0.1843032
167	1	-3738.423	-3721.549	-16.87344	0.2596955	0.1965297	0.3185488	-0.1891712	0.00804993	0.589835	0.00700098	0.00983702	0.383617	0.00166033	0.2310737	0.000470223	0.0317977	0.37454	3.59319	0.3018	0.311306	0.128924	0.25797	0.04190248	5.51456
168	0	-3745.754	-3730.587	-15.16688	0.2607675	0.1863674	0.2041918	-0.1881657	0.0164959	0.474782	0.0119794	0.0053906	0.472636	0.0187167	0.197309	0.000320528	0.0262996	0.347153	3.62623	0.308885	0.313275	0.129794	0.248046	0.009143341	21.57953
169	1	-3739.65	-3721.059	-18.59063	0.2012309	0.1886208	0.380084	-0.0292314	0.00488607	0.543086	0.00863343	0.0112901	0.43082	0.00128367	0.2260721	0.000350206	0.0274795	0.353313	3.61886	0.2909	0.31023	0.14009	0.25878	0.1968407	1.148503
170	0	-3741.093	-3726.644	-14.4496	0.2708578	0.179491	0.2151606	-0.06946671	0.0138382	0.458303	0.0101047	0.00574716	0.49972	0.0122879	0.08732874	0.00024128	0.0228443	0.32806	3.64885	0.284465	0.319886	0.14237	0.25328	0.01786203	4.889071
171	1	-3743.896	-3728.241	-15.65558	0.2099257	0.2028691	0.3202864	-0.03825321	0.00698731	0.56292	0.0108963	0.0152451	0.4029	0.00105115	0.0829058	0.000585685	0.0354469	0.391104	3.57286	0.290032	0.308146	0.139493	0.262329	0.0446526	1.856685
172	0	-3745.415	-3728.396	-17.01876	0.2734296	0.2378023	0.2885938	0.2191639	0.0124842	0.481337	0.00911886	0.00537349	0.487553	0.00413369	0.05288223	0.00159119	0.0580335	0.475047	3.46533	0.313725	0.305615	0.128993	0.251667	0.2720462	0.194387
173	1	-3740.259	-3722.133	-18.12574	0.2401079	0.1861118	0.303854	0.03185532	0.00576381	0.510606	0.0112733	0.0161789	0.453568	0.00261012	0.2056123	0.000317281	0.0261672	0.346451	3.62706	0.281773	0.319047	0.145612	0.253568	0.2374676	0.865854
174	0	-3745.013	-3726.03	-18.98337	0.2845545	0.2249604	0.2747528	-0.2037124	0.0121368	0.441312	0.0147067	0.00172689	0.523499	0.00661873	0.3769586	0.00114253	0.0493014	0.445627	3.50393	0.314837	0.297825	0.130457	0.25688	0.1732462	2.175855
175	1	-3740.28	-3724.221	-16.05905	0.2604009	0.2126965	0.2832239	0.00258872	0.0063941	0.544792	0.0162502	0.0190352	0.405683	0.00784575	0.1095747	0.000802097	0.0414062	0.415975	3.54182	0.294105	0.327921	0.125665	0.252308	0.1121634	0.9769201
176	0	-3741.56	-3724.793	-16.76681	0.3627488	0.2146658	0.2275383	-0.06642362	0.0163027	0.470767	0.0113836	0.00608589	0.488478	0.00698312	0.2030601	0.000851303	0.0426414	0.42084	3.53567	0.305974	0.310181	0.13326	0.250586	0.1366364	1.486134
177	1	-3736.399	-3720.883	-15.51618	0.2357753	0.1714585	0.2823737	-0.008643278	0.00899315	0.5485	0.0144691	0.00815389	0.414506	0.00537788	0.08371591	0.000168221	0.0190995	0.305219	3.67551	0.311157	0.280304	0.144495	0.264044	0.07507263	1.115132
178	0	-3737.906	-3719.321	-18.58455	0.2112706	0.209398	0.3544437	-0.2478018	0.0198281	0.495603	0.00392131	0.00698165	0.466176	0.00749034	0.3476642	0.000724141	0.039367	0.407737	3.55217	0.288338	0.301435	0.127099	0.283128	0.09986247	3.481431
179	1	-3746.503	-3727.32	-19.18302	0.1851731	0.1766449	0.3775044	0.1473183	0.00593411	0.442903	0.00660939	0.0162098	0.523481	0.00486192	0.1794433	0.000213134	0.0214806	0.320031	3.65828	0.311935	0.283341	0.154338	0.250386	0.3267616	0.5491566
180	0	-3743.791	-3726.743	-17.04821	0.2332389	0.1919795	0.350334	0.05552245	0.0080249	0.544609	0.00758827	0.0240297	0.407249	0.00849829	0.106695	0.000398075	0.0292804	0.362403	3.60792	0.302841	0.291379	0.124043	0.281737	0.1622175	0.6577283
181	1	-3736.783	-3720.873	-15.91024	0.1808578	0.1778495	0.3251117	-0.08526084	0.00719917	0.510369	0.00675153	0.00412819	0.465749	0.00580344	0.1235563	0.000224731	0.022053	0.323438	3.65428	0.318638	0.295311	0.129052	0.257	0.03829548	3.226394
182	0	-3737.663	-3721.703	-15.95983	0.1966764	0.2019942	0.3413109	0.03253973	0.00534445	0.518518	0.00918788	0.012322	0.445335	0.00929304	0.05561257	0.000568671	0.0349338	0.388843	3.57565	0.281738	0.314154	0.134098	0.27001	0.08815229	0.6308692
183	1	-3739.565	-3721.595	-17.97021	0.1877953	0.1819938	0.3574931	0.06572844	0.00761273	0.539687	0.0111496	0.0102648	0.428634	0.00265145	0.1531596	0.000268224	0.0240761	0.33506	3.6406	0.303661	0.305057	0.131184	0.260098	0.218888	0.6997165
184	0	-3742.027	-3725.782	-16.24525	0.1982066	0.1873175	0.3619482	-0.03672391	0.00746177	0.523562	0.00611865	0.00505032	0.449668	0.00813913	0.09314599	0.000332808	0.0267942	0.349756	3.62312	0.315081	0.311545	0.117789	0.255586	0.05642208	1.650878
185	1	-3736.111	-3719.522	-16.58829	0.1756189	0.1896414	0.33983	-0.01454015	0.0146176	0.561511	0.0083007	0.00576478	0.407798	0.00200786	0.1226119	0.000364284	0.0280214	0.356086	3.61553	0.286893	0.288708	0.138805	0.285594	0.1080718	1.134542
186	0	-3738.15	-3722.687	-15.46326	0.1981552	0.1684021	0.3193719	0.02391283	0.014778	0.549972	0.0056707	0.00742466	0.413592	0.00856187	0.0431821	0.000145325	0.0177607	0.296386	3.68571	0.304086	0.29337	0.13712	0.265424	0.06709494	0.643597
